Tweet,Sentiment,Subjectivity,Date
its because since march the reportstudy came out that coronavirus spreads easily just by talking not just coughing and it is partially airborne not just water droplets so hangs around in the air in the west it wasnt known by march,0.166666667,0.566666667,7/19/2020
florida coronavirus cases surge for fifth day as trump pledges outbreak will be under control canada market news how coronavirus impact economy source financial post,0,0,7/19/2020
reports of a sudden surge in texas coronavirus cases including more than infants is false officials say,0.033333333,0.533333333,7/19/2020
liberty university president jerry falwell jr has slapped a million lawsuit against the new york times for a false amp damaging story on that students returning from spring break became infected with the coronavirus because the school stayed open,-0.087878788,0.518181818,7/19/2020
scientists have been right about the coronavirus why are people still not listening by,0.285714286,0.535714286,7/19/2020
there are six distinct types of the coronavirus each with a particular cluster of symptoms ukbased scientists conclude in a new study on covidmore here,0.201010101,0.362626263,7/19/2020
coronavirus pandemic globallytotal cases deaths in the united statestotal cases deaths things are not changing,0,0,7/19/2020
pandemia latinos in crisis also includes other timely stories by my intrepid colleagues about the coronavirus impact on americas latinosoriginalreporting,-0.125,0.375,7/19/2020
coronavirus in south asia is a lack of testing hiding scale of theoutbreak,0,0,7/19/2020
updateive got a headachei dont have the corona virusthat is all,0,0,7/19/2020
coronavirus young people on benefits double inlockdown,0.05,0.2,7/19/2020
braves freddie freeman prayed during coronavirus battle please dont takeme,0,0,7/19/2020
mary trump donald trump incapable of succeeding on coronavirus via she knows of what she speaks,0,0,7/19/2020
coronavirus englands dom sibley accidentally breaks iccs new saliva ban umpires disinfectball,0.136363636,0.454545455,7/19/2020
coronavirus update in brazil new cases confirmed new deaths total cases in brazil confirmed recovered deaths daily cases increase reported today utc time,0.178787879,0.609848485,7/19/2020
coronavirus englands dom sibley accidentally breaks iccs new saliva ban umpires disinfectball,0.136363636,0.454545455,7/19/2020
the pandemic has been going on for over months now and i still havent gotten cardi b screaming corona virus shit is real out of my head,0,0.55,7/19/2020
miami sets curfew as floridas coronavirus cases surge to nbc nightlynews,0,0,7/19/2020
the best part of coronavirus for standup comedians is nobody is gonna look down on you or think less of you for quitting now i dont even wanna be a comic anymore i wanna be a mother fucking mailman bro,0.065555556,0.391111111,7/19/2020
if you cant be a big time coach beabigcoachnothing fends off the coronavirus like some good oldfashioned high cholesterol eatredmeat,0.286666667,0.413333333,7/19/2020
sunday numbers show new coronavirus cases inutah,0.136363636,0.454545455,7/19/2020
this fact can never be forgottentrump had a choiceadmit coronavirus was serious and protect american lives amp maybe risk reelectionorcall covid a hoax and risk american liveshe choose reelection over lives repeatedlyneverforget neverforgive,-0.111111111,0.222222222,7/19/2020
across latin america coronavirus cases top million and almost have diedlockdown or not cases soar from mexico to argentina,0.5,0.5,7/19/2020
can you get covid coronavirus twice here is an update on reinfection,0,0,7/19/2020
coronavirus englands test and trace programme breaks gdpr data law bbc news coronavirus englands test and trace programme breaks gdpr data lawbbc news datagovernance cdo finperform,0,0,7/19/2020
can you get covid coronavirus twice here is an update on reinfection,0,0,7/19/2020
miami sets curfew as floridas coronavirus cases surge to nbc nightly news nbcnews,0,0,7/19/2020
are you really trying to blame the coronavirus and the amount of people that died on our president how come theres no deaths from anything else t h a n this coronavirus people take advantage of situations wise up,0.45,0.55,8/19/2020
those schools get all sorts of funding especially with this administration sadly our public schools amp teachers were under fundedunder paid pre coronavirus now the public schools dont have the to safely open schools keep distance mask guidelines sanitizer etc,-0.1,0.526666667,8/19/2020
online scammers are targeting potential nh pet owners ag says nbc boston coronavirus scams covid,0,1,8/19/2020
man who shot bin laden faces ban from delta air lines for not wearing coronavirus mask,0,0,8/19/2020
the coronavirus inept leaders teachers unions and education perspective eight big problems with new york city mayors school reopening plan washington post,0.068181818,0.277272727,8/19/2020
coronavirus live news france italy spain hit record postlockdown cases,0.136363636,0.5,8/19/2020
every american should be outraged at the trump administrations handling of the coronavirus with no end in sight over million infections and almost unnecessary deaths he continues to lull us to sleep like its another day at the office,-0.433333333,0.633333333,8/19/2020
ringrust has been slamming wrestling news radio on its back since on but the coronavirus has prompted me to change that radio show to a podcast exclusively now i preperview amp payperreview all the latest shows on,0.25,0.45,8/19/2020
activision stocks soar as gaming industry dominates in coronavirus lockdown,0,0,8/19/2020
you lost me at proven to work against catching the coronavirus,0.6,0.9,8/19/2020
ornge killer monster has no plan to deal with the coronavirus so americans have died and gy september americans will die from the coronairus,0,0,8/19/2020
hawaii requires travelers to quarantine for days when they arrive to prevent the spread of coronavirus,0,0,8/19/2020
the head of a new state coronavirus compliance review panel says decisions will be made tomorrow about whether bars and other businesses will be allowed to reopen,0.005681818,0.414772727,8/19/2020
kutztown university students move onto campus amid covid guidelines coronavirus,0,0,8/19/2020
femaleled countries handled coronavirus better study suggests,0.5,0.5,8/19/2020
texas mom says put your masks on before dying from coronavirus,0,0,8/19/2020
i dont want to sound rude but for your own sake and your loved ones please dont be naive about the virusstudies found that the covid coronavirus can survive up to four hours on copper up to hours on cardboard and up to two to three days on plastic and stainless steel,0.216666667,0.666666667,8/19/2020
doctors and professors reveal whats troubling them at this stage of the coronavirus pandemic from people ignoring face mask advice to testing delays,0,0,8/19/2020
check out this short video from futurearmurmaskup futurearmur pandemic covid coronavirus besafe mandatorymasks mandatorymasksinschools,0,0.3,8/19/2020
se viene hello kitty yomequedoencasa quedateentucasa cuarentenacoronavirus cuarentena coronavirus agustinitaindu indumentariafemenina ropademujer pijamas,0,0,8/19/2020
